OID_,COUNT,SUM_Add1,SHAPE_Length,SHAPE_Area,X_Coord,Y_Coord
104,9.000000000000000,9.000000000000000,2000.000000000000000,250000.000000000000000,1214982.148600000888109,470299.256699999794364
21,10.000000000000000,10.000000000000000,2000.000000000000000,250000.000000000000000,1209482.148600000888109,469299.256699999794364
99,47.000000000000000,47.000000000000000,2000.000000000000000,250000.000000000000000,1212482.148600000888109,470299.256699999794364
101,43.000000000000000,43.000000000000000,2000.000000000000000,250000.000000000000000,1213482.148600000888109,470299.256699999794364
56,183.000000000000000,183.000000000000000,2000.000000000000000,250000.000000000000000,1208982.148600000888109,469799.256699999794364
107,45.000000000000000,45.000000000000000,2000.000000000000000,250000.000000000000000,1216482.148600000888109,470299.256699999794364
72,4.000000000000000,4.000000000000000,2000.000000000000000,250000.000000000000000,1216982.148600000888109,469799.256699999794364
89,11.000000000000000,11.000000000000000,2000.000000000000000,250000.000000000000000,1207482.148600000888109,470299.256699999794364
95,111.000000000000000,111.000000000000000,2000.000000000000000,250000.000000000000000,1210482.148600000888109,470299.256699999794364
54,10.000000000000000,10.000000000000000,2000.000000000000000,250000.000000000000000,1207982.148600000888109,469799.256699999794364
94,83.000000000000000,83.000000000000000,2000.000000000000000,250000.000000000000000,1209982.148600000888109,470299.256699999794364
108,20.000000000000000,20.000000000000000,2000.000000000000000,250000.000000000000000,1216982.148600000888109,470299.256699999794364
91,160.000000000000000,160.000000000000000,2000.000000000000000,250000.000000000000000,1208482.148600000888109,470299.256699999794364
58,58.000000000000000,58.000000000000000,2000.000000000000000,250000.000000000000000,1209982.148600000888109,469799.256699999794364
59,2.000000000000000,2.000000000000000,2000.000000000000000,250000.000000000000000,1210482.148600000888109,469799.256699999794364
69,6.000000000000000,6.000000000000000,2000.000000000000000,250000.000000000000000,1215482.148600000888109,469799.256699999794364
61,24.000000000000000,24.000000000000000,2000.000000000000000,250000.000000000000000,1211482.148600000888109,469799.256699999794364
102,41.000000000000000,41.000000000000000,2000.000000000000000,250000.000000000000000,1213982.148600000888109,470299.256699999794364
100,33.000000000000000,33.000000000000000,2000.000000000000000,250000.000000000000000,1212982.148600000888109,470299.256699999794364
20,25.000000000000000,25.000000000000000,2000.000000000000000,250000.000000000000000,1208982.148600000888109,469299.256699999794364
66,2.000000000000000,2.000000000000000,2000.000000000000000,250000.000000000000000,1213982.148600000888109,469799.256699999794364
60,8.000000000000000,8.000000000000000,2000.000000000000000,250000.000000000000000,1210982.148600000888109,469799.256699999794364
67,6.000000000000000,6.000000000000000,2000.000000000000000,250000.000000000000000,1214482.148600000888109,469799.256699999794364
70,7.000000000000000,7.000000000000000,2000.000000000000000,250000.000000000000000,1215982.148600000888109,469799.256699999794364
105,43.000000000000000,43.000000000000000,2000.000000000000000,250000.000000000000000,1215482.148600000888109,470299.256699999794364
57,108.000000000000000,108.000000000000000,2000.000000000000000,250000.000000000000000,1209482.148600000888109,469799.256699999794364
55,193.000000000000000,193.000000000000000,2000.000000000000000,250000.000000000000000,1208482.148600000888109,469799.256699999794364
97,310.000000000000000,310.000000000000000,2000.000000000000000,250000.000000000000000,1211482.148600000888109,470299.256699999794364
92,56.000000000000000,56.000000000000000,2000.000000000000000,250000.000000000000000,1208982.148600000888109,470299.256699999794364
93,85.000000000000000,85.000000000000000,2000.000000000000000,250000.000000000000000,1209482.148600000888109,470299.256699999794364
103,52.000000000000000,52.000000000000000,2000.000000000000000,250000.000000000000000,1214482.148600000888109,470299.256699999794364
98,94.000000000000000,94.000000000000000,2000.000000000000000,250000.000000000000000,1211982.148600000888109,470299.256699999794364
